,logFC,AveExpr,t,P.Value,adj.P.Val,B
HALLMARK_P53_PATHWAY,-0.0705793917899809,-0.00217697057773207,-3.10264995946217,0.00217379676276306,0.00679311488363457,-2.09062809594498
HALLMARK_ALLOGRAFT_REJECTION,0.083935091076534,0.00153957361194333,2.9558827639625,0.00346349373493214,0.0101867462792122,-2.51318272021658
HALLMARK_XENOBIOTIC_METABOLISM,0.0557075122978715,0.000808335138882732,2.91581744463346,0.00392123888063033,0.0108923302239731,-2.62526002850677
HALLMARK_ADIPOGENESIS,-0.0857710572882708,-0.0025627729728145,-2.8433996426034,0.00489132455855763,0.0128719067330464,-2.82425086728003
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,-0.0934094090491822,-0.0015593825886112,-2.8095557279225,0.00541573153850934,0.0135393288462734,-2.91565737788557
HALLMARK_PANCREAS_BETA_CELLS,0.0795510625047234,0.00562469732294405,2.15126476443264,0.0325638892241613,0.0770300128592742,-4.48821499820043
HALLMARK_UV_RESPONSE_DN,0.0596925436511702,0.0125407916919727,2.13491115155506,0.0338932056580806,0.0770300128592742,-4.52222625397247
HALLMARK_HEDGEHOG_SIGNALING,0.0776276391704409,0.00681026776505365,2.09918734362736,0.0369603613651087,0.0803486116632797,-4.59565706196848
HALLMARK_BILE_ACID_METABOLISM,0.0626652312065493,0.00518213893455976,2.04853486264658,0.0417153467545613,0.086906972405336,-4.6977346519598
HALLMARK_ESTROGEN_RESPONSE_LATE,0.0499358042165204,-0.00235496032928485,2.00565645184865,0.0461389730481487,0.0922779460962975,-4.78227152424914
HALLMARK_E2F_TARGETS,-0.0662661183870837,-0.00799765023988282,-1.86667237605285,0.0633007381980047,0.121732188842317,-5.04442302801546
HALLMARK_HEME_METABOLISM,-0.0478904547931404,-0.00721412190268445,-1.77997094056277,0.0764848148645528,0.141638546045468,-5.19873154314762
HALLMARK_MYOGENESIS,0.0425324455351158,-0.00492227617216799,1.3014671803773,0.19448330226778,0.338786174236178,-5.92134965298671
HALLMARK_MTORC1_SIGNALING,-0.0516981986160397,-0.00898658655934184,-1.29559563203896,0.196495981056983,0.338786174236178,-5.92884868067467
HALLMARK_FATTY_ACID_METABOLISM,-0.0378300246065696,-0.012429352448522,-1.20322787872327,0.230203653521234,0.375239925395181,-6.04242148719143
HALLMARK_UV_RESPONSE_UP,-0.0253917256548267,-0.00243983836452559,-1.18050649948838,0.239095578391797,0.375239925395181,-6.06909000421518
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.030220858214125,0.0051737124336223,1.17298753247865,0.242091139299995,0.375239925395181,-6.07780465994279
HALLMARK_APOPTOSIS,0.0288314209245706,0.00214722737879487,1.15918677102104,0.247658350760819,0.375239925395181,-6.09365700226373
HALLMARK_APICAL_JUNCTION,0.024772154159582,0.00319402815344794,1.08973530507896,0.277042511022584,0.407415457386152,-6.17061889440481
HALLMARK_DNA_REPAIR,-0.0328546488423774,-0.00233987753425664,-0.996451637982209,0.320144351204222,0.457349073148889,-6.26658850608643
HALLMARK_GLYCOLYSIS,0.0193455198559913,-0.00223926399253008,0.898523765832438,0.36990565942247,0.513757860308987,-6.35818309724916
HALLMARK_KRAS_SIGNALING_DN,0.0294308095976965,-0.00446365911094342,0.861141889884091,0.390113639693669,0.524048750087609,-6.39066981996823
HALLMARK_INFLAMMATORY_RESPONSE,0.0249096578180092,0.000341663589200255,0.846378733222527,0.398277050066583,0.524048750087609,-6.40312219198343
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.0183699662263153,0.00591360512723854,0.799305460126138,0.424990313724073,0.544859376569324,-6.44139866601389
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.0339589661128489,-0.0122002392039848,0.753024746990818,0.452253976310179,0.565317470387724,-6.47690833641863
HALLMARK_WNT_BETA_CATENIN_SIGNALING,-0.0279428451970277,0.000201974714191658,-0.695109388264345,0.487732924283904,0.594796249126712,-6.51837728677789
HALLMARK_ANGIOGENESIS,-0.0248548681748461,0.0020338639739625,-0.568870611611269,0.570034237777593,0.678612187830468,-6.59731792468506
HALLMARK_TGF_BETA_SIGNALING,0.0217160987427493,0.00463781542651296,0.543326021971148,0.587464933691854,0.683098760106807,-6.61137966480387
HALLMARK_SPERMATOGENESIS,0.0137819527588966,-0.00303371483672426,0.496199162060524,0.62025782782259,0.704838440707489,-6.63563128291651
HALLMARK_PEROXISOME,-0.0114122314330513,0.00341250764952823,-0.384223643472294,0.701190213461755,0.763867754223339,-6.6844517074981
HALLMARK_APICAL_SURFACE,0.0152690627041403,-0.00420937925507434,0.382105484779845,0.702758333885472,0.763867754223339,-6.68525572013666
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.012062081785519,0.000214180372237077,0.35845689653857,0.720351080432904,0.766330936630749,-6.69393083774284
HALLMARK_HYPOXIA,-0.00562253876760782,0.00425880932999862,-0.232215187019824,0.816590476988279,0.850615080196124,-6.73087547884974
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.00717836285337622,0.00186465492315316,-0.187284478158334,0.851613179089183,0.868993039886921,-6.7402160198916
HALLMARK_PROTEIN_SECRETION,0.00558911510668975,0.0101030767708467,0.148530549520931,0.88206247929955,0.88206247929955,-6.74666580754429
